2010,12,7,1900,22,96,3,9,154,0,-6999
2010,12,7,2000,21,96,2,5,97,0,-6999
2010,12,7,2100,20,97,2,6,102,0,-6999
2010,12,7,2200,19,95,3,7,99,0,-6999
2010,12,7,2300,19,95,1,6,96,0,-6999
2010,12,7,2400,19,94,2,6,109,0,-6999
2010,12,8,100,19,94,1,4,106,0,-6999
2010,12,8,200,18,94,3,6,96,0,-6999
2010,12,8,300,17,94,1,4,107,0,-6999
2010,12,8,400,17,94,3,7,101,0,-6999
2010,12,8,500,18,94,3,6,110,0,-6999
2010,12,8,600,17,94,3,7,108,0,-6999
2010,12,8,700,18,93,3,9,137,0,-6999
2010,12,8,800,22,66,5,20,148,0,-6999
2010,12,8,900,30,53,4,11,12,0,-6999
2010,12,8,1000,30,53,6,24,63,0,-6999
2010,12,8,1100,30,60,7,24,110,0,-6999
2010,12,8,1200,30,62,12,28,188,0,-6999
2010,12,8,1300,29,65,11,24,189,0,-6999
2010,12,8,1400,28,72,10,24,172,0,-6999
2010,12,8,1500,27,73,7,24,168,0,-6999
2010,12,8,1600,27,77,6,21,135,0,-6999
2010,12,8,1700,26,78,7,21,77,0,-6999
2010,12,8,1800,25,87,6,14,32,0,-6999
2010,12,8,1900,25,87,5,15,78,0,-6999
2010,12,8,2000,25,85,6,19,35,0,-6999
2010,12,8,2100,24,87,7,25,264,0,-6999
2010,12,8,2200,24,84,7,23,28,0,-6999
2010,12,8,2300,24,82,6,18,97,0,-6999
2010,12,8,2400,24,84,5,17,83,0,-6999
2010,12,9,100,24,81,5,21,53,0,-6999
2010,12,9,200,23,86,8,27,305,0,-6999
2010,12,9,300,23,74,10,33,279,0,-6999
2010,12,9,400,23,76,12,38,277,2,-6999
2010,12,9,500,22,78,11,28,278,0,-6999
2010,12,9,600,22,77,13,32,294,0,-6999
2010,12,9,700,22,77,11,40,298,0,-6999
2010,12,9,800,21,74,7,25,318,0,-6999
2010,12,9,900,22,71,9,24,282,0,-6999
2010,12,9,1000,22,72,4,11,271,0,-6999
2010,12,9,1100,23,59,4,11,303,0,-6999
2010,12,9,1200,24,52,6,18,324,0,-6999
2010,12,9,1300,25,55,6,18,12,0,-6999
2010,12,9,1400,25,54,9,20,53,0,-6999
2010,12,9,1500,25,61,7,23,43,0,-6999
2010,12,9,1600,23,65,7,17,38,0,-6999
2010,12,9,1700,23,64,9,17,56,0,-6999
2010,12,9,1800,22,69,6,17,32,0,-6999
2010,12,9,1900,22,69,6,15,97,0,-6999
2010,12,9,2000,21,65,5,16,91,0,-6999
2010,12,9,2100,21,60,6,14,77,0,-6999
2010,12,9,2200,22,60,6,14,53,0,-6999
2010,12,9,2300,21,57,5,14,52,0,-6999
2010,12,9,2400,22,57,6,19,63,0,-6999
2010,12,10,100,22,61,5,15,98,0,-6999
2010,12,10,200,21,76,11,38,177,0,-6999
2010,12,10,300,21,72,17,36,188,0,-6999
2010,12,10,400,21,77,12,30,176,0,-6999
2010,12,10,500,23,67,7,31,121,0,-6999
2010,12,10,600,24,71,9,29,356,0,-6999
2010,12,10,700,22,86,13,34,299,0,-6999
2010,12,10,800,19,82,36,69,284,47,-6999
2010,12,10,900,17,76,23,44,288,4,-6999
2010,12,10,1000,17,67,17,44,283,83,-6999
2010,12,10,1100,17,67,14,38,290,68,-6999
2010,12,10,1200,16,62,17,41,288,101,-6999
2010,12,10,1300,16,67,16,39,285,126,-6999
2010,12,10,1400,16,64,10,25,280,1,-6999
2010,12,10,1500,17,66,10,30,271,1,-6999
2010,12,10,1600,16,70,10,24,288,67,-6999
2010,12,10,1700,16,65,15,32,286,294,-6999
2010,12,10,1800,16,70,6,21,272,13,-6999
2010,12,10,1900,15,69,6,19,281,0,-6999
2010,12,10,2000,15,68,11,27,290,68,-6999
2010,12,10,2100,15,65,9,28,287,0,-6999
2010,12,10,2200,15,71,14,30,290,4,-6999
2010,12,10,2300,15,70,12,25,289,0,-6999
2010,12,10,2400,15,70,15,31,284,5,-6999
2010,12,11,100,15,68,13,28,287,0,-6999
2010,12,11,200,15,73,12,34,291,0,-6999
2010,12,11,300,14,76,15,33,283,0,-6999
2010,12,11,400,14,77,18,35,279,0,-6999
2010,12,11,500,14,79,17,31,285,0,-6999
2010,12,11,600,14,75,17,28,283,0,-6999
2010,12,11,700,13,76,20,32,288,0,-6999
2010,12,11,800,13,70,21,34,289,0,-6999
2010,12,11,900,13,67,19,29,285,0,-6999
2010,12,11,1000,14,62,13,24,288,0,-6999
2010,12,11,1100,15,74,6,16,293,0,-6999
2010,12,11,1200,14,74,8,21,202,0,-6999
2010,12,11,1300,15,70,7,22,238,0,-6999
2010,12,11,1400,16,67,5,16,216,0,-6999
2010,12,11,1500,16,68,5,17,270,0,-6999
2010,12,11,1600,16,70,5,13,275,0,-6999
2010,12,11,1700,15,70,4,13,176,0,-6999
2010,12,11,1800,15,66,4,10,59,0,-6999
2010,12,11,1900,15,75,7,21,198,0,-6999
2010,12,11,2000,14,89,9,22,190,0,-6999
2010,12,11,2100,13,91,3,7,71,0,-6999
2010,12,11,2200,13,92,4,7,107,0,-6999
2010,12,11,2300,14,90,5,12,101,0,-6999
2010,12,11,2400,16,92,5,11,87,0,-6999
2010,12,12,100,18,92,5,16,66,0,-6999
2010,12,12,200,21,89,5,18,20,0,-6999
2010,12,12,300,24,89,6,22,124,0,-6999
2010,12,12,400,25,89,7,24,55,0,-6999
2010,12,12,500,26,90,7,20,120,0,-6999
2010,12,12,600,27,90,7,24,166,59,-6999
2010,12,12,700,28,92,8,22,75,0,-6999
2010,12,12,800,29,89,11,26,45,0,-6999
2010,12,12,900,30,88,9,29,94,0,-6999
2010,12,12,1000,32,85,9,27,99,0,-6999
2010,12,12,1100,33,79,10,36,243,0,-6999
2010,12,12,1200,33,78,11,35,147,0,-6999
2010,12,12,1300,33,75,7,23,329,0,-6999
2010,12,12,1400,34,71,6,20,44,0,-6999
2010,12,12,1500,35,68,7,21,82,0,-6999
2010,12,12,1600,35,62,7,25,96,0,-6999
2010,12,12,1700,35,60,8,32,49,0,-6999
2010,12,12,1800,36,50,10,34,294,0,-6999
2010,12,12,1900,35,50,6,21,55,0,-6999
2010,12,12,2000,35,45,6,20,296,4,-6999
2010,12,12,2100,35,42,6,23,345,0,-6999
2010,12,12,2200,34,43,6,20,14,0,-6999
2010,12,12,2300,34,45,6,18,321,0,-6999
2010,12,12,2400,33,49,5,19,158,0,-6999
2010,12,13,100,33,46,8,24,190,0,-6999
2010,12,13,200,34,49,6,20,246,0,-6999
2010,12,13,300,33,51,5,18,301,0,-6999
2010,12,13,400,33,47,6,20,19,0,-6999
2010,12,13,500,33,40,6,19,358,0,-6999
2010,12,13,600,33,42,5,23,32,0,-6999
2010,12,13,700,32,49,4,13,40,0,-6999
2010,12,13,800,32,47,4,14,54,0,-6999
2010,12,13,900,31,72,4,13,307,0,-6999
2010,12,13,1000,29,89,5,21,13,0,-6999
2010,12,13,1100,28,81,6,17,53,0,-6999
2010,12,13,1200,29,86,8,15,81,0,-6999
2010,12,13,1300,30,78,6,19,82,0,-6999
2010,12,13,1400,31,76,4,14,80,0,-6999
2010,12,13,1500,31,77,5,14,40,0,-6999
2010,12,13,1600,30,78,5,16,39,0,-6999
2010,12,13,1700,30,82,5,20,25,0,-6999
2010,12,13,1800,29,79,6,13,72,0,-6999
2010,12,13,1900,29,75,5,20,119,0,-6999
2010,12,13,2000,30,74,5,16,173,0,-6999
2010,12,13,2100,28,87,3,6,104,0,-6999
2010,12,13,2200,28,76,4,11,101,0,-6999
2010,12,13,2300,30,66,7,24,143,0,-6999
2010,12,13,2400,30,96,6,21,154,0,-6999
2010,12,14,100,25,96,3,9,87,0,-6999
2010,12,14,200,25,97,3,9,93,0,-6999
2010,12,14,300,25,97,3,9,94,0,-6999
2010,12,14,400,29,79,6,16,198,0,-6999
2010,12,14,500,29,74,6,19,182,0,-6999
2010,12,14,600,29,69,7,21,183,0,-6999
2010,12,14,700,30,62,5,19,199,2,-6999
2010,12,14,800,31,66,5,23,132,0,-6999
2010,12,14,900,31,70,6,21,172,0,-6999
2010,12,14,1000,31,70,9,27,346,6,-6999
2010,12,14,1100,30,80,9,28,171,74,-6999
2010,12,14,1200,29,82,8,33,319,0,-6999
2010,12,14,1300,28,78,8,33,328,0,-6999
2010,12,14,1400,27,89,8,27,346,0,-6999
2010,12,14,1500,27,80,5,27,38,0,-6999
2010,12,14,1600,28,86,5,26,29,0,-6999
2010,12,14,1700,22,91,25,44,289,64,-6999
2010,12,14,1800,22,71,11,36,294,0,-6999
2010,12,14,1900,20,78,12,34,290,4,-6999
2010,12,14,2000,19,88,13,30,291,0,-6999
2010,12,14,2100,17,90,13,25,292,0,-6999
2010,12,14,2200,15,87,10,26,321,0,-6999
2010,12,14,2300,15,71,4,14,63,0,-6999
2010,12,14,2400,14,84,5,12,78,0,-6999
2010,12,15,100,13,78,9,21,173,0,-6999
2010,12,15,200,13,75,4,14,205,0,-6999
2010,12,15,300,12,69,6,21,274,0,-6999
2010,12,15,400,12,66,7,20,273,0,-6999
2010,12,15,500,11,68,8,30,305,0,-6999
2010,12,15,600,11,65,8,24,297,0,-6999
2010,12,15,700,11,70,9,24,293,0,-6999
2010,12,15,800,11,70,7,21,298,0,-6999
2010,12,15,900,11,72,7,23,323,0,-6999
2010,12,15,1000,11,70,8,22,281,0,-6999
2010,12,15,1100,12,66,6,19,353,0,-6999
2010,12,15,1200,12,62,8,21,310,0,-6999
2010,12,15,1300,12,67,8,20,284,0,-6999
2010,12,15,1400,12,64,7,19,207,0,-6999
2010,12,15,1500,12,66,6,20,220,0,-6999
2010,12,15,1600,12,72,4,15,31,0,-6999
2010,12,15,1700,10,79,5,13,44,0,-6999
2010,12,15,1800,9,74,5,12,75,0,-6999
2010,12,15,1900,9,71,4,10,46,0,-6999
2010,12,15,2000,9,67,3,9,55,0,-6999
2010,12,15,2100,10,72,3,12,70,0,-6999
2010,12,15,2200,9,70,4,9,130,0,-6999
2010,12,15,2300,9,67,4,12,162,0,-6999
2010,12,15,2400,9,66,5,13,177,0,-6999
2010,12,16,100,9,68,6,17,241,0,-6999
2010,12,16,200,9,63,7,16,246,0,-6999
2010,12,16,300,9,75,6,15,273,0,-6999
2010,12,16,400,8,70,2,6,51,0,-6999
2010,12,16,500,9,74,5,14,272,0,-6999
2010,12,16,600,8,75,6,14,267,0,-6999
2010,12,16,700,7,79,7,15,230,0,-6999
2010,12,16,800,7,78,4,11,242,0,-6999
2010,12,16,900,7,74,4,8,241,0,-6999
2010,12,16,1000,7,78,4,9,254,0,-6999
2010,12,16,1100,10,62,3,7,209,0,-6999
2010,12,16,1200,11,67,3,8,251,0,-6999
2010,12,16,1300,11,73,4,8,264,0,-6999
2010,12,16,1400,13,63,3,6,135,131,-6999
2010,12,16,1500,13,73,2,6,38,218,-6999
2010,12,16,1600,10,72,3,11,138,34,-6999
2010,12,16,1700,9,75,2,6,249,9,-6999
2010,12,16,1800,8,76,3,5,146,0,-6999
2010,12,16,1900,8,79,3,5,117,0,-6999
2010,12,16,2000,7,82,4,6,129,0,-6999
2010,12,16,2100,6,86,5,7,127,0,-6999
2010,12,16,2200,6,85,3,5,114,0,-6999
2010,12,16,2300,6,84,3,5,114,0,-6999
2010,12,16,2400,6,68,3,7,131,0,-6999
2010,12,17,100,6,81,5,9,124,0,-6999
2010,12,17,200,5,83,3,6,125,0,-6999
2010,12,17,300,4,74,1,5,119,0,-6999
2010,12,17,400,4,75,2,5,84,0,-6999
2010,12,17,500,4,83,3,4,107,0,-6999
2010,12,17,600,3,84,3,5,118,0,-6999
2010,12,17,700,3,83,4,6,111,0,-6999
2010,12,17,800,3,83,3,9,103,0,-6999
2010,12,17,900,3,77,2,9,112,22,-6999
2010,12,17,1000,6,66,3,8,84,131,-6999
2010,12,17,1100,8,69,2,8,49,328,-6999
2010,12,17,1200,8,64,3,5,74,412,-6999
2010,12,17,1300,8,64,4,6,80,408,-6999
2010,12,17,1400,10,63,4,8,96,391,-6999
2010,12,17,1500,10,64,5,7,107,241,-6999
2010,12,17,1600,8,64,4,8,113,33,-6999
2010,12,17,1700,8,61,4,7,95,6,-6999
2010,12,17,1800,7,61,3,9,74,0,-6999
2010,12,17,1900,8,69,9,19,204,0,-6999
2010,12,17,2000,6,72,4,7,114,0,-6999
2010,12,17,2100,6,72,4,11,152,0,-6999
2010,12,17,2200,6,76,3,10,141,0,-6999
2010,12,17,2300,7,76,9,16,193,0,-6999
2010,12,17,2400,5,78,3,10,173,0,-6999
2010,12,18,100,4,81,4,6,125,0,-6999
2010,12,18,200,5,81,3,6,107,0,-6999
2010,12,18,300,4,81,4,6,106,0,-6999
2010,12,18,400,4,82,2,7,131,0,-6999
2010,12,18,500,4,77,2,6,111,0,-6999
2010,12,18,600,5,79,2,5,115,0,-6999
2010,12,18,700,4,74,1,4,109,0,-6999
2010,12,18,800,5,76,4,9,116,0,-6999
2010,12,18,900,6,79,4,15,110,16,-6999
2010,12,18,1000,8,79,4,9,119,67,-6999
2010,12,18,1100,10,87,4,9,109,75,-6999
2010,12,18,1200,10,88,5,9,95,98,-6999
2010,12,18,1300,15,90,4,14,93,130,-6999
2010,12,18,1400,17,85,6,21,124,94,-6999
2010,12,18,1500,20,83,5,20,128,91,-6999
2010,12,18,1600,21,79,7,29,168,43,-6999
2010,12,18,1700,20,83,7,21,137,6,-6999
2010,12,18,1800,21,74,9,25,283,0,-6999
2010,12,18,1900,21,75,8,24,247,0,-6999
2010,12,18,2000,20,79,5,18,209,0,-6999
2010,12,18,2100,20,78,5,16,240,0,-6999
2010,12,18,2200,19,84,6,16,188,0,-6999
2010,12,18,2300,19,86,6,18,194,0,-6999
2010,12,18,2400,18,92,2,7,139,0,-6999
2010,12,19,100,17,93,3,12,293,0,-6999
2010,12,19,200,17,85,7,13,257,0,-6999
2010,12,19,300,16,86,13,23,211,0,-6999
2010,12,19,400,16,87,6,15,141,0,-6999
2010,12,19,500,15,77,5,12,54,0,-6999
2010,12,19,600,16,84,4,13,151,0,-6999
2010,12,19,700,16,78,3,11,129,0,-6999
2010,12,19,800,16,88,3,15,83,0,-6999
2010,12,19,900,18,58,5,13,173,6,-6999
2010,12,19,1000,17,91,4,13,138,37,-6999
2010,12,19,1100,16,91,3,9,101,96,-6999
2010,12,19,1200,19,83,3,12,211,101,-6999
2010,12,19,1300,20,87,3,12,119,93,-6999
2010,12,19,1400,22,87,7,19,188,83,-6999
2010,12,19,1500,22,82,4,13,174,68,-6999
2010,12,19,1600,22,92,6,13,164,39,-6999
2010,12,19,1700,20,90,4,9,105,6,-6999
2010,12,19,1800,20,93,1,4,107,0,-6999
2010,12,19,1900,19,94,3,5,106,0,-6999
2010,12,19,2000,19,94,3,8,101,0,-6999
2010,12,19,2100,20,94,4,8,103,0,-6999
2010,12,19,2200,20,95,3,9,88,0,-6999
2010,12,19,2300,22,90,5,17,346,0,-6999
2010,12,19,2400,22,87,5,17,338,0,-6999
2010,12,20,100,21,86,6,15,326,0,-6999
2010,12,20,200,21,85,5,21,323,0,-6999
2010,12,20,300,19,82,8,45,10,0,-6999
2010,12,20,400,16,72,9,32,304,0,-6999
2010,12,20,500,15,69,9,32,342,0,-6999
2010,12,20,600,15,65,11,36,282,0,-6999
2010,12,20,700,14,66,10,31,195,0,-6999
2010,12,20,800,13,65,8,24,132,0,-6999
2010,12,20,900,13,67,8,34,53,21,-6999
2010,12,20,1000,14,65,8,28,5,143,-6999
2010,12,20,1100,15,62,7,18,39,253,-6999
2010,12,20,1200,16,57,5,17,357,234,-6999
2010,12,20,1300,15,55,13,26,290,273,-6999
2010,12,20,1400,17,52,7,20,306,313,-6999
2010,12,20,1500,17,55,4,15,342,178,-6999
2010,12,20,1600,15,59,5,15,60,20,-6999
2010,12,20,1700,15,58,3,7,109,5,-6999
2010,12,20,1800,14,83,4,8,152,0,-6999
2010,12,20,1900,10,86,5,8,107,0,-6999
2010,12,20,2000,10,87,2,6,107,0,-6999
2010,12,20,2100,10,81,3,5,114,0,-6999
2010,12,20,2200,10,73,1,6,114,0,-6999
2010,12,20,2300,9,88,4,7,119,0,-6999
2010,12,20,2400,9,88,2,5,107,0,-6999
2010,12,21,100,9,81,2,4,112,0,-6999
2010,12,21,200,10,85,3,6,118,0,-6999
2010,12,21,300,10,85,3,6,127,0,-6999
2010,12,21,400,10,89,3,6,91,0,-6999
2010,12,21,500,9,83,2,5,129,0,-6999
2010,12,21,600,11,87,1,3,210,0,-6999
2010,12,21,700,10,82,1,3,83,0,-6999
2010,12,21,800,12,73,2,9,108,0,-6999
2010,12,21,900,14,70,3,10,114,25,-6999
2010,12,21,1000,16,72,2,5,85,203,-6999
2010,12,21,1100,17,62,3,11,76,406,-6999
2010,12,21,1200,18,57,3,9,72,373,-6999
2010,12,21,1300,20,54,2,6,60,387,-6999
2010,12,21,1400,22,56,2,6,63,302,-6999
2010,12,21,1500,21,57,2,9,79,217,-6999
2010,12,21,1600,18,66,3,7,118,18,-6999
2010,12,21,1700,17,71,3,5,110,5,-6999
2010,12,21,1800,16,74,3,6,106,0,-6999
2010,12,21,1900,16,72,4,6,105,0,-6999
2010,12,21,2000,15,78,3,5,105,0,-6999
2010,12,21,2100,14,78,3,5,96,0,-6999
2010,12,21,2200,15,81,4,9,98,0,-6999
2010,12,21,2300,15,83,2,6,112,0,-6999
2010,12,21,2400,16,80,6,7,123,0,-6999
2010,12,22,100,17,79,3,7,133,0,-6999
2010,12,22,200,17,82,5,10,134,0,-6999
2010,12,22,300,17,83,4,8,111,0,-6999
2010,12,22,400,17,83,4,6,113,0,-6999
2010,12,22,500,17,86,5,8,127,0,-6999
2010,12,22,600,17,87,4,7,125,0,-6999
2010,12,22,700,18,89,4,8,122,0,-6999
2010,12,22,800,18,89,3,17,96,0,-6999
2010,12,22,900,19,87,3,9,117,37,-6999
2010,12,22,1000,21,82,3,14,91,183,-6999
2010,12,22,1100,22,83,3,8,61,286,-6999
2010,12,22,1200,21,87,6,10,85,178,-6999
2010,12,22,1300,21,83,4,9,80,164,-6999
2010,12,22,1400,23,82,3,6,87,162,-6999
2010,12,22,1500,23,83,4,8,80,127,-6999
2010,12,22,1600,22,88,5,8,95,66,-6999
2010,12,22,1700,21,91,5,8,102,10,-6999
2010,12,22,1800,22,93,5,10,109,0,-6999
2010,12,22,1900,22,94,4,7,99,0,-6999
2010,12,22,2000,22,95,2,6,110,0,-6999
2010,12,22,2100,22,95,2,5,107,0,-6999
2010,12,22,2200,23,94,2,4,123,0,-6999
2010,12,22,2300,23,94,1,5,195,0,-6999
2010,12,22,2400,24,91,5,9,254,0,-6999
2010,12,23,100,24,85,5,11,266,0,-6999
2010,12,23,200,23,93,4,8,276,0,-6999
2010,12,23,300,22,91,6,9,248,0,-6999
2010,12,23,400,22,87,7,11,230,0,-6999
2010,12,23,500,22,83,6,11,236,0,-6999
2010,12,23,600,21,89,5,11,238,0,-6999
2010,12,23,700,21,93,7,14,272,0,-6999
2010,12,23,800,22,94,5,13,264,0,-6999
2010,12,23,900,22,85,7,13,237,12,-6999
2010,12,23,1000,22,84,9,16,255,35,-6999
2010,12,23,1100,23,70,10,19,263,66,-6999
2010,12,23,1200,23,75,10,20,244,107,-6999
2010,12,23,1300,23,75,8,15,262,71,-6999
2010,12,23,1400,23,68,8,18,283,59,-6999
2010,12,23,1500,23,72,8,18,299,63,-6999
2010,12,23,1600,23,72,9,17,297,20,-6999
2010,12,23,1700,22,78,9,16,278,3,-6999
2010,12,23,1800,21,75,8,15,260,0,-6999
2010,12,23,1900,21,76,7,16,242,0,-6999
2010,12,23,2000,21,81,6,13,241,0,-6999
2010,12,23,2100,20,81,1,2,14,0,-6999
2010,12,23,2200,20,81,1,5,96,0,-6999
2010,12,23,2300,19,79,3,15,192,0,-6999
2010,12,23,2400,19,79,4,12,200,0,-6999
2010,12,24,100,18,94,3,9,92,0,-6999
2010,12,24,200,19,72,5,14,211,0,-6999
2010,12,24,300,17,95,3,13,98,0,-6999
