2010,1,6,100,12.6,7,283,23,NaN,NaN
2010,1,6,100,12.6,7,283,23,NaN,NaN
2010,1,6,200,7.6,4,293,20,NaN,NaN
2010,1,6,200,7.6,4,293,20,NaN,NaN
2010,1,6,300,6.9,6,288,22,NaN,NaN
2010,1,6,300,6.9,6,288,22,NaN,NaN
2010,1,6,400,3.7,6,285,14,NaN,NaN
2010,1,6,400,3.7,6,285,14,NaN,NaN
2010,1,6,500,0.8,7,287,18,NaN,NaN
2010,1,6,500,0.8,7,287,18,NaN,NaN
2010,1,6,600,-3.5,10,277,24,NaN,NaN
2010,1,6,600,-3.5,10,277,24,NaN,NaN
2010,1,6,700,-3.8,7,295,28,NaN,NaN
2010,1,6,700,-3.8,7,295,28,NaN,NaN
2010,1,6,800,-5.4,6,290,21,NaN,NaN
2010,1,6,800,-5.4,6,290,21,NaN,NaN
2010,1,6,900,-6.8,6,284,22,NaN,NaN
2010,1,6,900,-6.8,6,284,22,NaN,NaN
2010,1,6,1000,-3.2,5,299,14,NaN,NaN
2010,1,6,1000,-3.2,5,299,14,NaN,NaN
2010,1,6,1100,-2.5,5,296,9,NaN,NaN
2010,1,6,1100,-2.5,5,296,9,NaN,NaN
2010,1,6,1200,-0.5,4,293,11,NaN,NaN
2010,1,6,1200,-0.5,4,293,11,NaN,NaN
2010,1,6,1300,0.8,6,280,23,NaN,NaN
2010,1,6,1300,0.8,6,280,23,NaN,NaN
2010,1,6,1400,-0.4,5,281,13,NaN,NaN
2010,1,6,1400,-0.4,5,281,13,NaN,NaN
2010,1,6,1500,-2.4,5,286,12,NaN,NaN
2010,1,6,1500,-2.4,5,286,12,NaN,NaN
2010,1,6,1600,-4.4,8,276,18,NaN,NaN
2010,1,6,1600,-4.4,8,276,18,NaN,NaN
2010,1,6,1700,-5.3,7,283,20,NaN,NaN
2010,1,6,1700,-5.3,7,283,20,NaN,NaN
2010,1,6,1800,-5,5,287,12,NaN,NaN
2010,1,6,1800,-5,5,287,12,NaN,NaN
2010,1,6,1900,-5.5,3,296,13,NaN,NaN
2010,1,6,1900,-5.5,3,296,13,NaN,NaN
2010,1,6,2000,-4.6,5,283,18,NaN,NaN
2010,1,6,2000,-4.6,5,283,18,NaN,NaN
2010,1,6,2100,-4.1,7,282,18,NaN,NaN
2010,1,6,2100,-4.1,7,282,18,NaN,NaN
2010,1,6,2200,-2.4,4,294,12,NaN,NaN
2010,1,6,2200,-2.4,4,294,12,NaN,NaN
2010,1,6,2300,-2.2,5,303,12,NaN,NaN
2010,1,6,2300,-2.2,5,303,12,NaN,NaN
2010,1,6,2400,-0.3,4,284,12,NaN,NaN
2010,1,6,2400,-0.3,4,284,12,NaN,NaN
2010,1,7,100,-0.1,5,292,26,NaN,NaN
2010,1,7,100,-0.1,5,292,26,NaN,NaN
2010,1,7,100,-0.1,5,292,26,NaN,NaN
2010,1,7,100,-0.1,5,292,26,NaN,NaN
2010,1,7,100,-0.1,5,292,26,NaN,NaN
2010,1,7,100,-0.1,5,292,26,NaN,NaN
2010,1,7,100,-0.1,5,292,26,NaN,NaN
2010,1,7,100,-0.1,5,292,26,NaN,NaN
2010,1,7,100,-0.1,5,292,26,NaN,NaN
2010,1,7,100,-0.1,5,292,26,NaN,NaN
2010,1,7,100,-0.1,5,292,26,NaN,NaN
2010,1,7,100,-0.1,5,292,26,NaN,NaN
2010,1,7,100,-0.1,5,292,26,NaN,NaN
2010,1,7,100,-0.1,5,292,26,NaN,NaN
2010,1,7,100,-0.1,5,292,26,NaN,NaN
2010,1,7,200,0.3,3,294,7,NaN,NaN
2010,1,7,200,0.3,3,294,7,NaN,NaN
2010,1,7,200,0.3,3,294,7,NaN,NaN
2010,1,7,200,0.3,3,294,7,NaN,NaN
2010,1,7,200,0.3,3,294,7,NaN,NaN
2010,1,7,200,0.3,3,294,7,NaN,NaN
2010,1,7,200,0.3,3,294,7,NaN,NaN
2010,1,7,200,0.3,3,294,7,NaN,NaN
2010,1,7,200,0.3,3,294,7,NaN,NaN
2010,1,7,200,0.3,3,294,7,NaN,NaN
2010,1,7,200,0.3,3,294,7,NaN,NaN
2010,1,7,200,0.3,3,294,7,NaN,NaN
2010,1,7,200,0.3,3,294,7,NaN,NaN
2010,1,7,200,0.3,3,294,7,NaN,NaN
2010,1,7,200,0.3,3,294,7,NaN,NaN
2010,1,7,300,-0.1,5,287,10,NaN,NaN
2010,1,7,300,-0.1,5,287,10,NaN,NaN
2010,1,7,300,-0.1,5,287,10,NaN,NaN
2010,1,7,300,-0.1,5,287,10,NaN,NaN
2010,1,7,300,-0.1,5,287,10,NaN,NaN
2010,1,7,300,-0.1,5,287,10,NaN,NaN
2010,1,7,300,-0.1,5,287,10,NaN,NaN
2010,1,7,300,-0.1,5,287,10,NaN,NaN
2010,1,7,300,-0.1,5,287,10,NaN,NaN
2010,1,7,300,-0.1,5,287,10,NaN,NaN
2010,1,7,300,-0.1,5,287,10,NaN,NaN
2010,1,7,300,-0.1,5,287,10,NaN,NaN
2010,1,7,300,-0.1,5,287,10,NaN,NaN
2010,1,7,300,-0.1,5,287,10,NaN,NaN
2010,1,7,300,-0.1,5,287,10,NaN,NaN
2010,1,7,400,0.7,6,283,15,NaN,NaN
2010,1,7,400,0.7,6,283,15,NaN,NaN
2010,1,7,400,0.7,6,283,15,NaN,NaN
2010,1,7,400,0.7,6,283,15,NaN,NaN
2010,1,7,400,0.7,6,283,15,NaN,NaN
2010,1,7,400,0.7,6,283,15,NaN,NaN
2010,1,7,400,0.7,6,283,15,NaN,NaN
